kaptCode,kaptName,codeMgr,kaptMgrCnt,kaptCcompany,codeSec,kaptdScnt,kaptdSecCom,codeClean,kaptdClcnt,codeGarbage,codeDisinf,kaptdDcnt,disposalType,codeStr,kaptdEcapa,codeEcon,codeEmgr,codeFalarm,codeWsupply,codeElev,kaptdEcnt,kaptdPcnt,kaptdPcntu,codeNet,kaptdCccnt,welfareFacility,kaptdWtimebus,subwayLine,subwayStation,kaptdWtimesub,convenientFacility,educationFacility,groundElChargerCnt,undergroundElChargerCnt,useYn
A36172709,개신3단지그린빌아파트,위탁관리,6,부건피앤피(주),위탁관리(직영+위탁),6,부건피앤피(주),위탁관리,5,음식물쓰레기종량제,위탁관리,4,"도포식,분무식",철근콘크리트구조,1600,단일계약,상주선임,GR형,부스타방식,위탁관리,17,496,145,무,101,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터, 자전거보관소",5분이내,,,,관공서(동사무소(주민행복센터)) 병원(충북대) 백화점(현대백화점) 대형상가(삼성디지털프라자-흥덕점) 공원(불무골),"초등학교(개신, 가경) 중학교(가경) 고등학교(외국어) 대학교(충북대)",0,13,Y
A36172711,개신푸르지오아파트,위탁관리,7,우리관리주식회사,위탁관리,10,(주)더빌코리아,위탁관리,9,음식물쓰레기종량제,위탁관리,4,분무식,철근콘크리트구조,3000,단일계약,상주선임,R형,부스타방식,위탁관리,20,418,535,무,174,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",5~10분이내,,,,관공서(동사무소) 병원(충북대) 대형상가(홈플러스) 공원(불무골),초등학교(개신) 중학교(가경) 고등학교(외국어) 대학교(충북대),3,16,Y
A36174405,개신두진백로1차아파트,위탁관리,3,(주)백운에프엠,자치관리(직영),2,,자치관리(직영),2,차량수거방식,위탁관리,2,"도포식,분무식",철근콘크리트구조,180,기타,위탁선임,P형,부스타방식,위탁관리,7,52,112,무,34,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5분이내,,,,관공서(흥덕구청) 병원(충북대) 공원(매봉산),초등학교(창신) 고등학교(청주고) 대학교(충북대),0,2,Y
A36174604,두산한솔1차아파트,위탁관리,2,주식회사 일택,위탁관리(직영+위탁),2,,위탁관리,2,차량수거방식,위탁관리,4,분무식,철근콘크리트구조,214,기타,위탁선임,P형,부스타방식,위탁관리,7,88,75,무,32,"관리사무소, 노인정, 어린이놀이터",5~10분이내,,,,관공서(서원구) 병원(충북대) 공원(매봉산),초등학교(창신) 고등학교(청주고) 대학교(충북대),0,0,Y
A36174706,송학삼익아파트,위탁관리,4,부건피앤피주식회사,위탁관리,2,직영,위탁관리,2,,위탁관리,3,,철근콘크리트구조,990,단일계약,위탁선임,P형,부스타방식,위탁관리,11,141,75,무,49,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5~10분이내,,,,관공서(서원구) 병원(충북대) 공원(매봉산),초등학교(창신) 고등학교(청주고) 대학교(충북대),2,3,Y
A36174810,개신삼익1차아파트,자치관리,6,,자치관리,5,,자치관리,5,차량수거방식,위탁관리,3,분무식,철근콘크리트구조,1950,단일계약,상주선임,P형,부스타방식,위탁관리,25,636,0,무,96,"관리사무소, 노인정, 자전거보관소",5분이내,,,,병원(충북대) 공원(매봉산),초등학교(창신) 고등학교(청주고) 대학교(충북대),13,0,Y
A36174907,개신삼익2차아파트,위탁관리,5,(주)백운에프엠,위탁관리,4,(주)백운에프엠,위탁관리,4,음식물쓰레기종량제,위탁관리,4,분무식,철근콘크리트구조,970,종합계약,위탁선임,R형,부스타방식,위탁관리,16,251,177,무,73,"노인정, 자전거보관소",5~10분이내,,,,병원(충북대) 공원(매봉산),초등학교(창신) 고등학교(청주고) 대학교(충북대),6,0,Y
A36175108,개신현대아파트,위탁관리,5,부건p&p,위탁관리,6,(주)더빌코리아,위탁관리,4,차량수거방식,위탁관리,4,분무식,철근콘크리트구조,2,단일계약,상주선임,P형,부스타방식,위탁관리,18,435,0,무,68,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5분이내,,,,병원(충북대) 대형상가(홈플러스) 공원(삼성당),초등학교(복대초) 중학교(가경중) 고등학교(외국어고) 대학교(충북대),9,0,Y
A36180401,두산한솔2차아파트,위탁관리,2,거창유지관리(주),위탁관리,2,거창유지관리,위탁관리,1,음식물쓰레기종량제,위탁관리,2,분무식,철근콘크리트구조,116,기타,위탁선임,P형,고가수조식,위탁관리,5,51,93,무,41,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5분이내,,,,관공서(서원구청) 병원(충북대) 공원(매봉산),초등학교(창신) 고등학교(청주고) 대학교(충북대),0,3,Y
A36180502,개신재원아파트,위탁관리,1,거창유지관리(주),자치관리,2,,자치관리(직영),1,기타,자치관리(직영),0,,철근콘크리트구조,530,단일계약,위탁선임,P형,고가수조식,위탁관리,2,70,70,무,4,"관리사무소, 노인정, 어린이놀이터",5~10분이내,,,,관공서(흥덕구) 병원(충북대) 공원(매봉산),초등학교(창신) 고등학교(청주고) 대학교(충북대),0,3,Y
A36185913,개신뜨란채,위탁관리,8,주식회사 일택,위탁관리,6,(주)더빌코리아,위탁관리,7,음식물쓰레기종량제,위탁관리,4,분무식,철근콘크리트구조,1900,단일계약,상주선임,R형,고가수조식,위탁관리,26,369,615,무,192,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",5~10분이내,,,,관공서(동사무소) 병원(충북대) 대형상가(홈플러스) 공원(새터공원),초등학교(개신) 중학교(가경) 고등학교(외국어) 대학교(충북대),0,20,Y
A36185914,한진신세대아파트,위탁관리,4,부건피앤피(주),자치관리,2,,자치관리(직영),1,음식물쓰레기종량제,위탁관리,4,분무식,철근콘크리트구조,213,단일계약,위탁선임,P형,고가수조식,위탁관리,4,48,72,무,8,"관리사무소, 노인정, 어린이놀이터",5분이내,,,,병원(충북대 병원) 공원(매봉산),초등학교(창신) 고등학교(청주고.중앙여고) 대학교(충북대.서원대),2,0,Y
A36185916,개신우정한가람,자치관리,1,,위탁관리,2,(주)더빌코리아,위탁관리,1,음식물쓰레기종량제,관리방식미정,4,,철근콘크리트구조,145,종합계약,위탁선임,P형,고가수조식,위탁관리,3,46,52,무,9,"관리사무소, 노인정, 어린이놀이터",5분이내,,,,병원(충북대병원) 공원(매봉산공원),초등학교(창신) 고등학교(청주고) 대학교(충북대),0,0,Y
A36125002,청주가경4,위탁관리,6,주택관리공단,위탁관리,6,(주)대덕개발,위탁관리,4,음식물쓰레기종량제,위탁관리,3,분무식,철근콘크리트구조,1550,단일계약,상주선임,R형,부스타방식,위탁관리,16,451,131,무,55,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 유치원, 자전거보관소",5~10분이내,,,,관공서(가경동사무소) 병원(하나병원) 대형상가(홈플러스) 공원(가경공원),초등학교(죽림초등학교) 중학교(서경중학교) 고등학교(서원고등학교),0,2,Y
A36185001,가경뜨란채3단지아파트,위탁관리,6,(주)백운에프엠,위탁관리,6,(주)백운에프엠,위탁관리,5,차량수거방식,위탁관리,3,,철근콘크리트구조,1800,종합계약,상주선임,GR형,부스타방식,위탁관리,24,388,180,무,118,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",5~10분이내,,,,관공서(개신죽림성화동사무소) 병원(하나병원) 대형상가(홈플러스) 공원(가경공원),초등학교(죽림초등학교) 중학교(서경중학교) 고등학교(서원고등학교),0,12,Y
A36381301,삼포아파트,자치관리,8,,자치관리,4,,자치관리,5,차량수거방식,위탁관리,3,분무식,철근콘크리트구조,2000,단일계약,상주선임,P형,고가수조식,위탁관리,14,920,245,무,4,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소",5~10분이내,,,,관공서(남이면사무소),초등학교(남이초등학교),0,0,Y
A10027245,가마힐데스하임,위탁관리,8,부건피앤피(주),자치관리(직영),5,,위탁관리,11,음식물쓰레기종량제,위탁관리,4,분무식,철골철근콘크리트구조,4000,종합계약,상주선임,GR형,부스타방식,위탁관리,20,58,1342,유,315,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",5분이내,,,,,,10,28,Y
A10027360,거성하모니아파트,위탁관리,1,거창유지관리(주),자치관리(직영),2,,자치관리(직영),1,차량수거방식,위탁관리,3,분무식,철골콘크리트구조,980,단일계약,위탁선임,P형,부스타방식,위탁관리,2,62,0,무,27,"관리사무소, 자전거보관소",5분이내,,,,관공서(신봉.운천주민센터) 병원(한빛연합의원) 공원(무심천공원),초등학교(운천초등학교),2,0,Y
A36179801,운천진양아파트,위탁관리,3,주식회사 일택,위탁관리(직영+위탁),2,(주) 일택,위탁관리,3,음식물쓰레기종량제,위탁관리,3,분무식,철근콘크리트구조,0,기타,선정안함,기타,수도직결식,,0,225,0,무,40,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소, 기타",5분이내,,,,"관공서(운천,신봉동사무소) 병원(충북의료원) 대형상가(청주농산물도매시장) 공원(운천공원) 기타(예술의 전당)",초등학교(운천초등학교) 중학교(대성중학교) 고등학교(충북체육고등학교),3,0,Y
A36179902,운천무지개삼일아파트,위탁관리,5,주식회사 일택,위탁관리,4,직영관리,자치관리(직영),4,기타,위탁관리,3,분무식,철근콘크리트구조,300,단일계약,위탁선임,P형,부스타방식,위탁관리,19,120,464,무,92,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",5분이내,,,,"관공서(운천,신봉동사무소) 병원(충북의료원) 대형상가(청주농산물도매시장) 공원(운천공원) 기타(예술의전당)",초등학교(운천초등학교) 중학교(대성중학교) 고등학교(충북체육고등학교),0,12,Y
A36179503,신봉삼정백조아파트,위탁관리,5,거창유지관리(주),위탁관리,6,티에스관리산업,위탁관리,5,차량수거방식,위탁관리,3,분무식,철근콘크리트구조,705,기타,위탁선임,P형,부스타방식,위탁관리,26,278,240,무,94,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,,,,"관공서(운천, 신봉동사무소) 병원(충북의료원) 대형상가(청주농산물도매시장) 공원(운천공원)",초등학교(흥덕초등학교. 직지초등학교) 중학교(대성중학교. 송절중학교. 봉명중학교) 고등학교(봉명고등학교.) 대학교(충북대학교. 청주대학교.),1,10,Y
A36179604,신봉삼성아파트,위탁관리,5,(주)백운에프엠,위탁관리,4,(주)백운에프엠,위탁관리,5,음식물쓰레기종량제,위탁관리,4,분무식,철근콘크리트구조,1780,단일계약,상주선임,P형,부스타방식,위탁관리,20,286,0,유,64,"관리사무소, 노인정, 어린이놀이터, 자전거보관소, 기타",5분이내,,,,"관공서(운천,신봉동사무소) 병원(청주의료원) 대형상가(청주농수산물도매시장) 공원(운천공원)",초등학교(운천초등학교) 중학교(대성중학교) 고등학교(봉명고등학교) 대학교(충북대학교),6,0,Y
A36183901,신봉두진백로아파트,위탁관리,2,부건P&P(주),자치관리(직영),2,,자치관리(직영),2,음식물쓰레기종량제,위탁관리,4,분무식,철근콘크리트구조,186,기타,위탁선임,P형,수도직결식,위탁관리,6,91,121,무,32,"관리사무소, 노인정, 어린이놀이터",5분이내,,,,"관공서(운천,신봉동사무소) 병원(충북의료원) 대형상가(청주농산물도매시장) 공원(운천공원) 기타(청주종합운동장)",초등학교(흥덕초등학교) 중학교(대성중학교) 고등학교(충북체육고등학교),2,0,Y
A36183902,(주)일택 신봉우림필유아파트,위탁관리,5,주식회사 일택,위탁관리,5,(주)일택,위탁관리,4,차량수거방식,위탁관리,4,분무식,철근콘크리트구조,1700,단일계약,상주선임,R형,부스타방식,위탁관리,15,223,461,유,113,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소, 기타",5분이내,,,,"관공서(흥덕구청) 병원(충대병원,성모병원) 백화점(현대백화점,롯데아울렛) 대형상가(농산물수산시장) 공원(명심공원) 기타(명심산)","초등학교(운천) 중학교(대성,송절) 고등학교(봉명,) 대학교(청주,충북,서원)",6,8,Y
A10020644,힐스테이트청주센트럴2차,위탁관리,9,주식회사 일택,자치관리(직영),,,위탁관리,3,음식물쓰레기종량제,관리방식미정,5,,철근콘크리트구조,2750,종합계약,상주선임,R형,부스타방식,관리방식미정,6,0,381,유,105,"관리사무소, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",,,,,,,0,8,Y
A10023877,청주가경아이파크4단지,위탁관리,3,거창유지관리(주),자치관리,2,,위탁관리,2,차량수거방식,관리방식미정,2,분무식,철골콘크리트구조,990,종합계약,위탁선임,R형,부스타방식,위탁관리,5,2,283,유,95,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",5~10분이내,,,,,,4,6,Y
A10024286,청주가경아이파크3단지,위탁관리,9,(주)백운에프엠,위탁관리,7,(주)에스원,위탁관리,11,거점장비수거방식,위탁관리,4,분무식,철골철근콘크리트구조,5196,종합계약,상주선임,R형,부스타방식,위탁관리,24,1381,0,유,395,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",5분이내,,,,관공서() 병원() 백화점() 대형상가() 공원(),초등학교() 중학교() 고등학교(),0,31,Y
A10024555,가경자이아파트,위탁관리,9,주식회사 일택,위탁관리,8,(주)에스원,위탁관리,12,음식물쓰레기종량제,위탁관리,4,"도포식,분무식",철골콘크리트구조,4909,단일계약,상주선임,R형,부스타방식,위탁관리,22,0,1290,유,358,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 유치원, 커뮤니티공간, 자전거보관소, 기타",5~10분이내,,,,,초등학교(복대초등하교) 중학교(서현중학교),0,93,Y
A10025027,청주가경아이파크2단지,위탁관리,7,거창유지관리(주),위탁관리,4,코리아환경산업,위탁관리,8,음식물쓰레기종량제,관리방식미정,4,,철근콘크리트구조,3000,종합계약,상주선임,R형,부스타방식,위탁관리,36,0,864,유,228,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 유치원, 자전거보관소",5~10분이내,,,,,,0,1,Y
A10025425,청주 가경 아이파크아파트,위탁관리,8,우리관리(주),위탁관리,4,에스케이쉴더스(주),위탁관리,10,음식물쓰레기종량제,위탁관리,3,분무식,철근콘크리트구조,3000,단일계약,상주선임,R형,부스타방식,위탁관리,44,0,1179,무,248,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5분이내,,,,,,0,29,Y
A36126001,가경선광로즈웰아파트,위탁관리,4,부건피앤피(주),위탁관리,2,더빌코리아,위탁관리,2,음식물쓰레기종량제,위탁관리,3,분무식,철근콘크리트구조,950,단일계약,위탁선임,R형,부스타방식,위탁관리,7,15,379,유,100,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",5분이내,,,,병원(하나병원) 대형상가(롯대마트),초등학교(서현초교) 중학교(서현중교) 고등학교(충북대사대부) 대학교(충북대학교),0,8,Y
A36126009,가경e편한세상,위탁관리,5,주식회사 일택,위탁관리,4,(주)더빌코리아,위탁관리,4,차량수거방식,위탁관리,4,"도포식,분무식",철근콘크리트구조,2250,종합계약,상주선임,R형,부스타방식,위탁관리,16,32,748,유,194,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 기타",5~10분이내,,,,관공서() 병원(하나병원) 대형상가(롯데마트) 공원(),초등학교(경덕) 중학교(경덕) 고등학교(충북대사대부고) 대학교(충북대학교),0,10,Y
A36126011,가경한라비발디아파트,위탁관리,5,주식회사 일택,위탁관리,3,(주)더빌코리아,위탁관리,4,음식물쓰레기종량제,위탁관리,3,분무식,철근콘크리트구조,2100,단일계약,상주선임,R형,부스타방식,위탁관리,15,13,620,유,200,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5~10분이내,,,,"병원(하나병원) 백화점(현대백화점) 대형상가(롯데마트,홈플러스)","초등학교(경덕초등학교,서현초등학교) 중학교(경덕중학교,서현중학교) 고등학교(충북대학교사대부고) 대학교(충북대학교)",0,13,Y
